col1,Name_1,SDSSName,RAobs_1,RAoff,DECobs_1,DECoff,sz_maj,szmajerr,sz_min,szminerr,PA,PAerr,IFimfit,IFerrimfit,PFimfit,PFerrimfit,IFimfitSF,IFerrimfitSF,PFimfitSF,PFerrimfitSF,Flux,FluxErr,Detection,Freq.,RO_Offset,RMS,PF,PF_err,IF,IF_err,S/N,Resolved,SelfCal,Flags,SB,RAobs_Kell,Decobs_Kell,delta,z,S(6)_t,pmt,S(6)_p,pmp,f_c,logL,i,I_2a,MI_Z2,LOGL2500,R,LD_cm,Lrad_K&R_Kell,Lrad_K&R_McC,LD_cm_H070,LD_cm_H070_Om7,LD_cm_H070_Om3,Lrad_K&R_Kell_Om3,Lrad_K&R_MCC_Om3,Lobs,L_1.4GHz,SFR (Msun/yr)
9,0847+2631,084755.63+263147.6,84755.63,0.0,263147.689,0.1,549.0,60.0,452.0,42.0,65.0,19.0,41.0,6.3,27.0,2.7,0.0,0.0,0.0,0.0,41.0,6.3,1.0,5.9991060000000000,0.1,3.6,27.6,2.6,38.1,5.7,7.66666666666667,1.0,0.0,0.0,1,84755.6,263148.6,1.08,0.282,16.8,5.0,16.8,5.0,1.0,21.58,17.662,-22.59,-23.605535701292900,29.6014043228205,0.05,4.51863254790691E+27,28.268181912366,28.6556564873598,4.14611567532631E+27,4.14611567532631E+27,4.46240704566743E+27,21.6560239185577,22.0434984935516,22.0111320859967,22.5290699539184,19.9490383657333
30,0944+3608,094427.99+360837.1,94427.994,-0.05,360837.029,-0.07,593.0,122.0,429.0,70.0,24.0,20.0,71.0,19.0,39.1,7.2,42.0,21.0,22.4,7.7,113.0,28.3196045170126,1.0,5.999088,0.0860232526704263,6.4,44.2,6.3,74.0,16.0,6.90625,1.0,0.0,0.0,1,94428.006,360837.57,0.51,0.228,94.0,8.6,94.0,8.6,1.0,22.13,17.03,-22.76,-23.476828360119,29.549921386351,0.17,3.54603302719345E+27,28.8110788817448,28.891029471628600,3.29593019327169E+27,3.29593019327169E+27,3.50369312130466E+27,22.1881493487054,22.0662798438248,22.2413404285476,22.746195535605,32.8887636043851
34,0950+3926,095048.38+392650.4,95048.377,0.04,392650.487,0.09,437.0,23.0,383.0,18.0,90.0,14.0,182.0,15.0,154.4,7.7,0.0,0.0,0.0,0.0,182.0,15.0,1.0,5.999064,0.098488578017961,7.2,155.5,5.7,165.0,10.0,21.5972222222222,0.0,0.0,0.0,1,95048.39200000000,392650.24,0.21,0.206,155.0,11.0,155.0,11.0,1.0,22.25,15.952,-23.62,-24.2903100156671,29.8753140485702,0.1,3.16322431630272E+27,28.931412472519600,29.0011521623344,2.95627722164147E+27,2.95627722164147E+27,3.12611443822801E+27,22.3039554990729,22.3736951888876,22.3492909965464,22.8486503623031,41.639199710543
39,1000+1047,100033.88+104723.7,100033.886,-0.09,104723.745,0.09,429.9,6.5,365.8,4.7,32.1,3.2,581.0,14.0,549.9,7.7,0.0,0.0,0.0,0.0,581.0,14.0,1.0,5.9993120000000000,0.127279220613579,7.3,550.3,6.0,558.0,11.0,75.38356164383560,0.0,0.0,0.0,1,100033.86,104723.93,0.37,0.226,233.0,13.9,233.0,13.9,1.0,22.51,16.244,-23.53,-24.2647192985822,29.8650777617362,0.2,3.51090368429298E+27,29.196871596677400,29.5936918080417,3.2648867953368E+27,3.2648867953368E+27,3.4690494671724E+27,22.5735339115851,22.9703541229494,22.9438069818947,23.4481665613162,165.584077533896
40,1004+1510,100438.82+151057.3,100438.825,-0.07,151057.241,-0.06,,,,,,,205.0,20.0,149.9,9.2,38.0,14.0,22.7,5.3,243.0,24.4131112314674,1.0,5.999282,0.0921954445729289,6.2,150.5,5.0,185.0,10.0,24.274193548387100,1.0,0.0,0.0,1,100438.85,151056.87,0.61,0.219,420.0,25.4,420.0,25.4,1.0,22.74,16.841000000000000,-22.86,-23.56161985334610,29.5838379836418,0.63,3.38846581263929E+27,29.4226793809435,29.185036364143900,3.15649417680775E+27,3.15649417680775E+27,3.3482953932048E+27,22.797907796755,22.4864123674128,22.5344636682699,23.0370825124965,64.2590830615306
43,1007+5007,100744.54+500746.6,100744.559,-0.18,500746.807,0.21,707.0,155.0,378.0,49.0,49.6,7.9,44.0,12.0,31.4,5.3,0.0,0.0,0.0,0.0,44.0,12.0,1.0,5.99898,0.276586333718787,7.6,34.0,4.7,32.0,8.5,4.47368421052632,1.0,0.0,0.0,1,100744.55,500746.78,0.2,0.212,99.8,7.6,99.8,7.6,1.0,22.08,16.8,-22.83,-23.508584508828900,29.5626238458349,0.14,3.2668338324597E+27,28.7675588303435,28.411880965542300,3.04850858764342E+27,3.04850858764342E+27,3.22832214171443E+27,22.1413449207988,21.7856670559976,21.7606162700485,22.2614843542235,10.7729927076061
44,1010+3003,101000.68+300321.5,101000.687,-0.09,300321.587,0.09,442.2,10.1,376.6,7.4,86.3,4.9,503.0,18.0,431.3,9.1,0.0,0.0,0.0,0.0,503.0,18.0,1.0,5.999164,0.127279220613579,6.7,431.5,7.4,483.0,14.0,64.4029850746269,0.0,0.0,0.0,1,101000.685,300321.53,0.07,0.256,490.0,24.0,490.0,24.0,1.0,22.96,16.93,-23.11,-24.0233441106245,29.76852768655310,0.8,4.04460905010623E+27,29.639477272504400,29.6508491775318,3.73392320288842E+27,3.73392320288842E+27,3.99525484058852E+27,23.0221918085935,23.0335637136209,23.0038668218006,23.5155758196752,193.387247156226
49,1034+6053,103421.71+605318.1,103421.706,0.04,605318.186,0.08,1220.0,350.0,760.0,190.0,36.0,21.0,143.0,45.0,27.6,7.3,0.0,0.0,0.0,0.0,143.0,45.0,1.0,5.998892,0.0894427190999916,8.6,36.1,8.2,58.0,20.0,4.19767441860465,0.0,1.0,0.0,1,0.0,0.0,0.0,0.228,13.0,20.7,13.0,1.0,21.46,17.118,-22.67,0.04,-23.389049978173800,29.514810033572800,,3.54603302719345E+27,27.951894380452,28.9932870656102,3.29593019327169E+27,3.29593019327169E+27,3.50369312130466E+27,21.3289648474125,22.3703575325708,22.3435980225292,22.8484531295866,41.620293764837
51,1040+6002,104041.50+600239.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,13.2,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,,0.0,4.4,10.0,,10.0,,,1.0,0.0,0.0,1,104041.42,600239.6,0.67,0.297,19.7,6.3,19.7,6.3,1.0,21.7,17.771,-22.59,-23.672745608626,29.628288285754,0.07,4.79682079351871E+27,28.387716206605700,28.21382391165,4.38623183368469E+27,4.38623183368469E+27,4.73647487382827E+27,21.7784685585908,21.6045762636351,21.5706942708099,22.0921685043625,7.29491970529298
52,1041+2828,104111.97+282805.0,104111.971,-0.01,282805.144,0.15,445.0,32.0,368.0,22.0,66.0,13.0,98.0,11.0,90.3,5.9,19.9,3.7,37.5,3.2,117.9,11.6056020955399,1.0,5.999201,0.150332963783729,7.1,97.7,5.2,124.0,11.0,13.760563380281700,1.0,0.0,0.0,1,104111.96,282804.87,0.19,0.211,116.0,9.2,116.0,9.2,1.0,22.14,16.17,-23.45,-24.1299062886832,29.811152557776600,0.09,3.24952400990071E+27,28.82837923241360,28.835435048281800,3.03311558917931E+27,3.03311558917931E+27,3.21124723375933E+27,22.201958582519,22.1287266689845,22.1840711554442,22.6846883059381,28.5456750428782
53,1045+2933,104528.30+293344.7,104528.308,-0.01,293344.709,0.11,440.0,13.0,389.0,10.0,64.3,8.7,298.0,14.0,283.0,8.0,25.2,5.1,31.2,3.3,323.2,14.9,1.0,5.999193,0.110453610171873,6.9,284.5,7.3,307.0,13.0,41.231884057971,1.0,0.0,0.0,1,104528.305,293344.5,0.21,0.293,179.0,11.4,179.0,11.4,1.0,22.65,17.581,-22.75,-23.8079946600771,29.6823879063342,0.53,4.72230503180822E+27,29.3329065320268,29.5895248531495,4.322038688702E+27,4.322038688702E+27,4.6630690362574E+27,22.7228861428405,22.9442493759369,22.9460249064991,23.4665601242092,172.747645130805
54,1045+5202,104541.76+520235.5,104541.76,0.0,520235.535,0.04,529.0,27.0,393.0,15.0,92.3,5.1,154.0,11.0,132.1,5.8,67.0,23.0,22.0,5.8,221.0,25.4950975679639,1.0,5.998981,0.04,7.0,133.8,5.7,150.0,11.0,19.1142857142857,1.0,0.0,0.0,1,104541.77,520235.5,0.09,0.284,195.0,11.6,195.0,11.6,1.0,22.66,16.76,-23.51,-24.4727497431003,29.9482899395434,0.27,4.55552728665421E+27,29.339767394590400,29.394125056913000,4.17803486981195E+27,4.17803486981195E+27,4.49875898645956E+27,22.727999436871,22.6254855463449,22.7497875920737,23.2681993589805,109.408577280569
65,1129+5120,112941.94+512050.5,112941.94,0.01,512050.629,0.13,853.0,83.0,450.0,27.0,73.4,3.5,166.0,20.0,103.9,7.9,0.0,0.0,0.0,0.0,166.0,20.0,1.0,5.999001,0.13038404810405300,8.2,105.1,8.7,161.0,21.0,12.8170731707317,0.0,0.0,0.0,1,112941.94,512050.69,0.19,0.234,501.0,44.6,501.0,44.6,1.0,22.88,17.019000000000000,-22.83,-23.5310995867002,29.571629876983400,0.89,3.65181099874317E+27,29.562684748319300,29.0829551104922,3.3892562482169E+27,3.3892562482169E+27,3.6080017530568E+27,22.9409756175686,22.4612459797415,22.4338514318323,22.9401882939141,51.4091360631539
75,1155+5021,115549.43+502117.2,115549.437,-0.07,502117.256,0.06,1790.0,830.0,840.0,320.0,68.0,18.0,128.0,61.0,18.3,7.6,75.6,15.5,66.6,7.9,203.6,62.938462008536600,1.0,5.999014,0.0921954445729289,8.3,49.1,4.8,68.0,11.0,5.9156626506024100,0.0,0.0,0.0,1,115549.46,502117.07,0.32,0.284,53.4,5.6,53.4,5.6,1.0,22.09,17.456,-22.81,-23.96479263517290,29.7451070963725,0.14,4.55552728665421E+27,28.7772740402565,29.3585105568926,4.17803486981195E+27,4.17803486981195E+27,4.49875898645956E+27,22.165506082537,22.5451747951563,22.7141730920533,23.2325848589601,100.794508300105
76,1155+5931,115558.97+593129.2,115558.973,-0.03,593129.311,0.11,525.0,37.0,420.0,25.0,117.0,11.0,236.0,24.0,167.0,11.0,0.0,0.0,0.0,0.0,236.0,24.0,1.0,5.998922,0.114017542509914,7.6,177.5,9.1,223.0,19.0,23.355263157894700,0.0,0.0,0.0,1,115558.97,593129.45,0.25,0.241,293.0,14.1,293.0,14.1,1.0,22.67,17.278,-22.63,-23.4242995458042,29.528909860625,0.66,3.77595354383446E+27,29.3580143565505,29.264058739166500,3.49850482367575E+27,3.49850482367575E+27,3.7304068077711E+27,22.7377214088435,22.6437657914595,22.6156342570098,23.1236907543527,78.4409357705666
79,1159+5106,115901.72+510630.7,115901.734,-0.13,510630.775,0.08,746.0,219.0,422.0,77.0,64.0,12.0,45.0,17.0,32.7,7.5,0.0,0.0,0.0,0.0,45.0,17.0,1.0,5.999007,0.152643375224737,8.2,44.8,5.3,55.0,11.0,5.46341463414634,0.0,0.0,0.0,1,115901.74,510630.56,0.24,0.29600000000000000,49.4,5.4,49.4,5.4,1.0,22.1,17.532,-22.82,-23.8873560339994,29.7141324559031,0.14,4.77816932812419E+27,28.783693506494000,28.7431790713457,4.37017257342825E+27,4.37017257342825E+27,4.71810164856563E+27,22.1742528999159,22.1337384647676,22.0999569643072,22.6211967156752,24.663160393978
82,1206+2814,120629.36+281436.1,120629.366,-0.09,281435.292,-0.81,1830.0,500.0,750.0,160.0,87.3,8.7,166.0,46.0,21.2,5.2,0.0,0.0,0.0,0.0,166.0,46.0,1.0,5.999229,0.814984662432368,7.0,35.5,1.9,35.6,3.4,5.07142857142857,1.0,0.0,0.0,1,120629.35,281436.1,0.13,0.293,64.7,5.6,64.7,5.6,1.0,22.21,17.433,-22.9,-23.9370103435625,29.733994179728300,0.17,4.72230503180822E+27,28.890957781715600,29.300161589087,4.322038688702E+27,4.322038688702E+27,4.6630690362574E+27,22.2809373925293,22.6901411999007,22.6566616424366,23.1771968601467,88.7255850609941
85,1210+2725,121045.63+272536.4,121045.635,-0.07,272536.484,0.0,644.0,113.0,503.0,75.0,51.0,24.0,72.0,17.0,37.7,6.1,0.0,0.0,0.0,0.0,72.0,17.0,1.0,5.999236,0.07,7.4,45.3,5.5,77.0,14.0,6.121621621621620,1.0,0.0,0.0,1,121045.64,272536.48,0.16,0.23,141.0,10.9,141.0,10.9,1.0,22.31,16.979,-22.83,-23.5633182058809,29.5845173246557,0.24,3.5812274628942E+27,28.9955363774446,28.703649761220500,3.32700630891512E+27,3.32700630891512E+27,3.53839982249408E+27,22.3730143192591,22.081127703035,22.0541561696032,22.5595059979046,21.397252397136
87,1218+3522,121832.68+352255.8,121832.685,-0.06,352255.838,0.04,485.4,12.9,409.9,9.3,82.2,5.4,541.0,22.0,443.0,11.0,0.0,0.0,0.0,0.0,541.0,22.0,1.0,5.999161,0.0721110255092798,7.9,445.3,9.7,532.0,19.0,56.3670886075949,0.0,0.0,0.0,1,121832.68,352255.74,0.06,0.24,586.0,21.9,586.0,21.9,1.0,22.97,17.266,-22.64,-23.400434321490400,29.5193637708995,1.3,3.75817066788038E+27,29.6550490933983,29.6203487424868,3.48287377309036E+27,3.48287377309036E+27,3.71287367791102E+27,23.0345543327783,22.9998539818668,22.9718274763182,23.4796389062255,178.029067834468
90,1221+2604,122157.77+260457.7,122157.773,0.0,260457.762,0.06,528.0,20.0,389.0,11.0,77.0,3.8,293.0,16.0,249.1,8.3,0.0,0.0,0.0,0.0,293.0,16.0,1.0,5.9992480000000000,0.06,8.2,251.2,7.3,272.0,14.0,30.6,1.0,1.0,0.0,1,122157.79,260457.81,0.29,0.278,310.0,16.8,310.0,16.8,1.0,22.84,17.249000000000000,-22.97,-23.962582314720400,29.7442229681915,0.68,4.44502633008107E+27,29.520376099114,29.4958820256338,4.0823670890438E+27,4.0823670890438E+27,4.38988033100131E+27,22.9074361769046,22.8829421034244,22.8509828472777,23.3679706952471,137.66473620083
93,1233+6443,123341.80+644317.4,123341.441,2.29,644319.5080000000,2.19,828.0,150.0,361.0,32.0,85.6,3.9,53.0,11.0,39.0,5.0,150.0,18.0,133.0,8.7,203.0,21.095023109729,1.0,5.99887,3.16862746311396,7.8,136.3,7.8,137.0,15.0,17.474358974359,0.0,0.0,0.0,1,123341.537,644318.87,2.27,0.222,242.0,10.1,242.0,10.1,1.0,22.51,17.105,-22.63,-23.35781633417390,29.502316575972900,0.46,3.4408408923352E+27,29.196248171740300,29.1199288436731,3.20289860118061E+27,3.20289860118061E+27,3.39995191471294E+27,22.5720921415516,21.912552645172,22.4696514517125,22.9730175461409,55.4459153752408
98,1251+6603,125100.44+660326.8,125100.441,0.0,660326.7290000000,-0.07,633.1,32.1,339.8,9.3,84.2,1.7,271.0,18.0,265.9,9.9,0.0,0.0,0.0,0.0,271.0,18.0,1.0,5.998855000000000,0.07,7.5,268.8,6.5,274.0,12.0,35.84,0.0,0.0,0.0,1,125100.56,660326.88,0.74,0.282,250.0,17.7,250.0,17.7,1.0,22.76,16.764,-23.49,-24.4291883301815,29.930865374375900,0.35,4.51863254790691E+27,29.4408126393121,29.4758419215145,4.14611567532631E+27,4.14611567532631E+27,4.46240704566743E+27,22.8286546455039,22.8636839277062,22.8313175201514,23.3492553880731,131.858277978393
119,1348+4518,134845.44+451809.5,134845.456,-0.16,451809.514,0.0,422.0,41.0,330.0,25.0,48.0,12.0,39.6,6.5,50.7,4.3,0.0,0.0,0.0,0.0,39.6,6.5,1.0,5.999033,0.16,8.1,55.8,4.0,48.8,6.3,6.8888888888888900,0.0,0.0,0.0,1,134845.44,451809.21,0.29,0.277,51.8,6.5,51.8,6.5,1.0,22.06,17.208,-23.0,-24.0377791841606,29.774301715967600,0.11,4.42666306178213E+27,28.7398504095679,28.6232158357482,4.06644872261039E+27,4.06644872261039E+27,4.37178566854114E+27,22.1267146170444,22.0100800432247,21.9782227740457,22.4949726524239,18.4427068899803
126,1408+6306,140839.00+630600.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,23.1,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,,0.0,7.7,20.1,6.0,149.0,50.0,2.61038961038961,1.0,0.0,0.0,1,140838.77,630602.04,2.2,0.261,39.1,6.1,39.1,6.1,1.0,21.88,16.95,-23.13,-24.059153388688400,29.782851397778700,0.06,4.1349511015275E+27,28.5601279733536,28.3315631958499,3.81278829740339E+27,3.81278829740339E+27,4.08430222170942E+27,21.9438368886391,21.7152721111353,21.6850575851634,22.1979743960583,9.3073577574058
128,1412+6435,141213.62+643538.9,141213.634,-0.1,643538.7760000000,-0.13,688.0,164.0,317.0,34.0,97.5,34.0,49.0,15.0,50.6,8.2,0.0,0.0,0.0,0.0,49.0,15.0,1.0,5.998844,0.164012194668567,7.8,28.1,1.4,15.9,2.1,3.6,0.0,0.0,0.0,1,141213.633,643539.04,0.16,0.28800000000000000,33.5,7.8,33.5,7.8,1.0,21.9,17.459,-22.84,-23.9136448500479,29.7246479823225,0.09,4.62949929158494E+27,28.5883630778015,28.7535143507932,4.24196257632968E+27,4.24196257632968E+27,4.57163930719088E+27,21.9773733462577,22.1425246192494,22.1095498603422,22.6289072147526,25.1049422332292
